Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 112.5 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.71588431232347 at t = 14400.0 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
    30600.0     0.737401807   |59.4388044    |39.8237938         0.705057773   |59.4295498    |39.8653925    |100           
    30712.5     0.724210596   |59.3106651    |39.9651243         0.692330981   |59.3008156    |40.0068534    |100           
    30825.0     0.711255359   |59.1825949    |40.1061498         0.679833917   |59.1721582    |40.1480079    |100           
    30937.5     0.698531876   |59.0545976    |40.2468705         0.667562433   |59.0435814    |40.2888562    |100           
    31050.0     0.686036      |58.9266773    |40.3872867         0.655512459   |58.9150892    |40.4293984    |100           
    31162.5     0.67376366    |58.7988379    |40.5273985         0.643679995   |58.7866853    |40.5696347    |100           
    31275.0     0.661710857   |58.6710831    |40.6672061         0.632061115   |58.6583734    |40.7095655    |100           
    31387.5     0.649873664   |58.5434167    |40.8067097         0.620651965   |58.5301573    |40.8491908    |100           
    31500.0     0.638248224   |58.4158423    |40.9459095         0.609448757   |58.4020404    |40.9885109    |100           
    31612.5     0.626830748   |58.2883635    |41.0848057         0.598447776   |58.2740262    |41.127526     |100           
    31725.0     0.615617518   |58.1609838    |41.2233987         0.58764537    |58.1461182    |41.2662364    |100           
    31837.5     0.604604878   |58.0337066    |41.3616885         0.577037955   |58.0183196    |41.4046424    |100           
    31950.0     0.59378924    |57.9065352    |41.4996755         0.566622012   |57.8906338    |41.5427442    |100           
    32062.5     0.583167081   |57.7794729    |41.63736           0.556394083   |57.7630639    |41.680542     |100           
    32175.0     0.57273494    |57.652523     |41.7747421         0.546350776   |57.635613     |41.8180362    |100           
    32287.5     0.562489416   |57.5256884    |41.9118222         0.536488758   |57.5082843    |41.955227     |100           
    32400.0     0.552427173   |57.3989723    |42.0486005         0.526804756   |57.3810805    |42.0921147    |100           
    32512.5     0.54254493    |57.2723777    |42.1850773         0.517295557   |57.2540048    |42.2286996    |100           
    32625.0     0.532839469   |57.1459076    |42.321253          0.507958006   |57.1270599    |42.3649821    |100           
    32737.5     0.523307627   |57.0195646    |42.4571277         0.498789005   |57.0002486    |42.5009624    |100           
    32850.0     0.513946297   |56.8933518    |42.5927019         0.48978551    |56.8735737    |42.6366408    |100           
    32962.5     0.50475243    |56.7672717    |42.7279758         0.480944535   |56.7470377    |42.7720177    |100           
    33075.0     0.49572303    |56.6413272    |42.8629498         0.472263146   |56.6206434    |42.9070935    |100           
    33187.5     0.486855155   |56.5155207    |42.9976241         0.463738462   |56.4943932    |43.0418683    |100           
    33300.0     0.478145915   |56.3898549    |43.1319992         0.455367654   |56.3682897    |43.1763427    |100           
    33412.5     0.469592473   |56.2643323    |43.2660753         0.447147946   |56.2423352    |43.3105169    |100           
    33525.0     0.461192042   |56.1389552    |43.3998527         0.439076609   |56.1165322    |43.4443912    |100           
    33637.5     0.452941883   |56.0137262    |43.533332          0.431150965   |55.9908829    |43.5779661    |100           
    33750.0     0.44483931    |55.8886474    |43.6665133         0.423368385   |55.8653896    |43.711242     |100           
    33862.5     0.436881683   |55.7637213    |43.799397          0.415726286   |55.7400546    |43.8442191    |100           
    33975.0     0.429066407   |55.63895      |43.9319836         0.408222132   |55.61488      |43.9768979    |100           
    34087.5     0.421390937   |55.5143357    |44.0642734         0.400853434   |55.4898679    |44.1092787    |100           
    34200.0     0.413852771   |55.3898805    |44.1962668         0.393617746   |55.3650203    |44.241362     |100           
    34312.5     0.406449454   |55.2655865    |44.3279641         0.386512667   |55.2403393    |44.373148     |100           
    34425.0     0.399178574   |55.1414557    |44.4593657         0.37953584    |55.1158268    |44.5046374    |100           
    34537.5     0.39203776    |55.0174902    |44.590472          0.372684949   |54.9914848    |44.6358303    |100           
    34650.0     0.385024687   |54.8936918    |44.7212835         0.365957722   |54.867315     |44.7667272    |100           
    34762.5     0.378137069   |54.7700624    |44.8518005         0.359351926   |54.7433195    |44.8973286    |100           
    34875.0     0.371372662   |54.6466039    |44.9820235         0.352865369   |54.6194998    |45.0276349    |100           
    34987.5     0.364729262   |54.523318     |45.1119527         0.3464959     |54.4958577    |45.1576464    |100           
    35100.0     0.358204704   |54.4002066    |45.2415887         0.340241404   |54.372395     |45.2873636    |100           
    35212.5     0.351796863   |54.2772712    |45.3709319         0.334099805   |54.2491133    |45.4167869    |100           
    35325.0     0.34550365    |54.1545137    |45.4999827         0.328069067   |54.1260142    |45.5459168    |100           
    35437.5     0.339323015   |54.0319355    |45.6287415         0.322147189   |54.0030992    |45.6747536    |100           
    35550.0     0.333252943   |53.9095384    |45.7572087         0.316332204   |53.8803699    |45.8032979    |100           
    35662.5     0.327291458   |53.7873238    |45.8853848         0.310622184   |53.7578277    |45.9315501    |100           
    35775.0     0.321436617   |53.6652932    |46.0132702         0.305015233   |53.6354742    |46.0595105    |100           
    35887.5     0.315686511   |53.5434482    |46.1408653         0.299509492   |53.5133107    |46.1871798    |100           
    36000.0     0.310039268   |53.4217901    |46.2681707         0.294103134   |53.3913387    |46.3145582    |100           
    36112.5     0.304493047   |53.3003203    |46.3951866         0.288794364   |53.2695593    |46.4416463    |100           
    36225.0     0.299046041   |53.1790402    |46.5219137         0.283581422   |53.147974     |46.5684445    |100           
    36337.5     0.293696475   |53.0579512    |46.6483523         0.278462576   |53.0265841    |46.6949534    |100           
    36450.0     0.288442607   |52.9370545    |46.7745029         0.27343613    |52.9053906    |46.8211732    |100           
    36562.5     0.283282723   |52.8163513    |46.900366          0.268500414   |52.784395     |46.9471046    |100           
    36675.0     0.278215144   |52.6958429    |47.025942          0.263653791   |52.6635982    |47.072748     |100           
    36787.5     0.273238217   |52.5755304    |47.1512314         0.258894654   |52.5430015    |47.1981039    |100           
    36900.0     0.268350322   |52.4554151    |47.2762346         0.254221422   |52.4226059    |47.3231727    |100           
    37012.5     0.263549865   |52.335498     |47.4009522         0.249632546   |52.3024126    |47.4479549    |100           
    37125.0     0.258835282   |52.2157802    |47.5253845         0.245126501   |52.1824225    |47.572451     |100           
    37237.5     0.254205037   |52.0962628    |47.6495321         0.240701795   |52.0626367    |47.6966615    |100           
    37350.0     0.249657622   |51.9769469    |47.7733955         0.236356957   |51.9430562    |47.8205869    |100           
    37462.5     0.245191554   |51.8578333    |47.8969751         0.232090546   |51.8236818    |47.9442276    |100           
    37575.0     0.240805379   |51.7389232    |48.0202714         0.227901148   |51.7045146    |48.0675842    |100           
    37687.5     0.236497667   |51.6202174    |48.1432849         0.223787371   |51.5855555    |48.1906571    |100           
    37800.0     0.232267015   |51.5017168    |48.2660162         0.21974785    |51.4668052    |48.3134469    |100           
    37912.5     0.228112044   |51.3834224    |48.3884655         0.215781246   |51.3482647    |48.435954     |100           
    38025.0     0.2240314     |51.265335     |48.5106336         0.211886242   |51.2299348    |48.558179     |100           
    38137.5     0.220023754   |51.1474554    |48.6325208         0.208061545   |51.1118162    |48.6801223    |100           
    38250.0     0.216087799   |51.0297845    |48.7541277         0.204305887   |50.9939097    |48.8017844    |100           
    38362.5     0.212222255   |50.912323     |48.8754547         0.200618021   |50.8762161    |48.9231659    |100           
    38475.0     0.20842586    |50.7950718    |48.9965024         0.196996724   |50.7587361    |49.0442672    |100           
    38587.5     0.204697377   |50.6780314    |49.1172712         0.193440794   |50.6414703    |49.1650889    |100           
    38700.0     0.201035593   |50.5612027    |49.2377617         0.18994905    |50.5244195    |49.2856314    |100           
    38812.5     0.197439314   |50.4445863    |49.3579744         0.186520335   |50.4075843    |49.4058954    |100           
    38925.0     0.193907367   |50.3281829    |49.4779097         0.183153511   |50.2909653    |49.5258812    |100           
    39037.5     0.190438603   |50.2119932    |49.5975682         0.179847461   |50.1745631    |49.6455894    |100           
    39150.0     0.187031891   |50.0960177    |49.7169504         0.176601087   |50.0583783    |49.7650206    |100           
    39262.5     0.18368612    |49.9802571    |49.8360568         0.173413312   |49.9424115    |49.8841752    |100           
    39375.0     0.180400202   |49.8647119    |49.9548879         0.170283079   |49.8266631    |50.0030538    |100           
    39487.5     0.177173064   |49.7493827    |50.0734442         0.167209349   |49.7111338    |50.1216569    |100           
    39600.0     0.174003656   |49.6342701    |50.1917263         0.164191102   |49.595824     |50.2399849    |100           
    39712.5     0.170890945   |49.5193744    |50.3097346         0.161227336   |49.4807341    |50.3580385    |100           
    39825.0     0.167833916   |49.4046964    |50.4274697         0.158317069   |49.3658648    |50.4758182    |100           
    39937.5     0.164831574   |49.2902364    |50.5449321         0.155459334   |49.2512163    |50.5933244    |100           
    40050.0     0.16188294    |49.1759948    |50.6621223         0.152653183   |49.1367891    |50.7105577    |100           
    40162.5     0.158987053   |49.0619722    |50.7790408         0.149897685   |49.0225837    |50.8275186    |100           
