Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 14.0625 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.5362038412914 at t = 14526.5625 s

    Time                           Analytical                                             Numerical                         
     (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
     3628.125     55.8704076    |42.3211392    |1.80845319         55.8336716    |42.3622368    |1.80409158    |100           
    3642.1875     55.7444871    |42.4344506    |1.82106225         55.707692     |42.475612     |1.816696      |100           
      3656.25     55.6188505    |42.5474445    |1.83370498         55.5819966    |42.5886693    |1.82933416    |100           
    3670.3125     55.493497     |42.6601217    |1.84638128         55.4565848    |42.7014093    |1.84200596    |100           
     3684.375     55.3684261    |42.7724829    |1.85909106         55.3314559    |42.8138328    |1.8547113     |100           
    3698.4375     55.243637     |42.8845288    |1.87183422         55.2066095    |42.9259405    |1.86745009    |100           
       3712.5     55.1191292    |42.9962602    |1.88461068         55.0820447    |43.0377331    |1.88022224    |100           
    3726.5625     54.994902     |43.1076777    |1.89742033         54.9577609    |43.1492114    |1.89302765    |100           
     3740.625     54.8709547    |43.2187822    |1.91026309         54.8337576    |43.2603762    |1.90586622    |100           
    3754.6875     54.7472869    |43.3295743    |1.92313886         54.7100341    |43.371228     |1.91873788    |100           
      3768.75     54.6238977    |43.4400548    |1.93604755         54.5865897    |43.4817677    |1.93164252    |100           
    3782.8125     54.5007866    |43.5502243    |1.94898906         54.4634239    |43.591996     |1.94458005    |100           
     3796.875     54.377953     |43.6600836    |1.96196331         54.340536     |43.7019136    |1.95755037    |100           
    3810.9375     54.2553963    |43.7696335    |1.9749702          54.2179254    |43.8115212    |1.9705534     |100           
       3825.0     54.1331158    |43.8788746    |1.98800964         54.0955914    |43.9208196    |1.98358904    |100           
    3839.0625     54.0111108    |43.9878076    |2.00108153         53.9735334    |44.0298094    |1.99665721    |100           
     3853.125     53.8893809    |44.0964333    |2.0141858          53.8517508    |44.1384914    |2.0097578     |100           
    3867.1875     53.7679252    |44.2047524    |2.02732233         53.7302431    |44.2468662    |2.02289073    |100           
      3881.25     53.6467434    |44.3127656    |2.04049105         53.6090094    |44.3549347    |2.0360559     |100           
    3895.3125     53.5258346    |44.4204735    |2.05369187         53.4880494    |44.4626974    |2.04925323    |100           
     3909.375     53.4051984    |44.5278769    |2.06692468         53.3673622    |44.5701551    |2.06248262    |100           
    3923.4375     53.284834     |44.6349766    |2.08018941         53.2469474    |44.6773086    |2.07574399    |100           
       3937.5     53.1647409    |44.7417731    |2.09348596         53.1268043    |44.7841585    |2.08903724    |100           
    3951.5625     53.0449185    |44.8482673    |2.10681424         53.0069322    |44.8907055    |2.10236228    |100           
     3965.625     52.9253661    |44.9544597    |2.12017416         52.8873306    |44.9969504    |2.11571902    |100           
    3979.6875     52.8060832    |45.0603511    |2.13356563         52.7679989    |45.1028937    |2.12910737    |100           
      3993.75     52.6870691    |45.1659423    |2.14698856         52.6489364    |45.2085363    |2.14252725    |100           
    4007.8125     52.5683233    |45.2712338    |2.16044287         52.5301426    |45.3138788    |2.15597856    |100           
     4021.875     52.4498451    |45.3762265    |2.17392846         52.4116168    |45.418922     |2.16946121    |100           
    4035.9375     52.3316339    |45.4809209    |2.18744525         52.2933585    |45.5236664    |2.18297512    |100           
       4050.0     52.2136891    |45.5853177    |2.20099314         52.175367     |45.6281128    |2.19652019    |100           
    4064.0625     52.0960102    |45.6894178    |2.21457205         52.0576417    |45.732262     |2.21009634    |100           
     4078.125     51.9785965    |45.7932217    |2.22818189         51.940182     |45.8361145    |2.22370348    |100           
    4092.1875     51.8614474    |45.8967301    |2.24182257         51.8229874    |45.9396711    |2.23734151    |100           
      4106.25     51.7445623    |45.9999437    |2.25549401         51.7060572    |46.0429324    |2.25101036    |100           
    4120.3125     51.6279407    |46.1028632    |2.26919611         51.5893908    |46.1458992    |2.26470994    |100           
     4134.375     51.5115819    |46.2054893    |2.28292879         51.4729877    |46.2485722    |2.27844015    |100           
    4148.4375     51.3954853    |46.3078227    |2.29669197         51.3568472    |46.3509519    |2.29220091    |100           
       4162.5     51.2796505    |46.409864     |2.31048554         51.2409688    |46.4530391    |2.30599213    |100           
    4176.5625     51.1640767    |46.5116139    |2.32430944         51.1253518    |46.5548345    |2.31981373    |100           
     4190.625     51.0487633    |46.6130731    |2.33816357         51.0099957    |46.6563387    |2.33366562    |100           
    4204.6875     50.9337099    |46.7142423    |2.35204784         50.8948999    |46.7575524    |2.3475477     |100           
      4218.75     50.8189157    |46.8151221    |2.36596217         50.7800638    |46.8584763    |2.3614599     |100           
    4232.8125     50.7043803    |46.9157132    |2.37990647         50.6654868    |46.9591111    |2.37540214    |100           
     4246.875     50.5901031    |47.0160163    |2.39388066         50.5511683    |47.0594574    |2.38937431    |100           
    4260.9375     50.4760833    |47.116032     |2.40788465         50.4371077    |47.1595159    |2.40337634    |100           
       4275.0     50.3623206    |47.215761     |2.42191836         50.3233045    |47.2592873    |2.41740814    |100           
    4289.0625     50.2488143    |47.315204     |2.4359817          50.2097581    |47.3587722    |2.43146963    |100           
     4303.125     50.1355638    |47.4143617    |2.45007458         50.0964679    |47.4579714    |2.44556072    |100           
    4317.1875     50.0225685    |47.5132346    |2.46419693         49.9834333    |47.5568853    |2.45968132    |100           
      4331.25     49.9098279    |47.6118235    |2.47834865         49.8706538    |47.6555148    |2.47383136    |100           
    4345.3125     49.7973414    |47.710129     |2.49252966         49.7581287    |47.7538605    |2.48801074    |100           
     4359.375     49.6851084    |47.8081518    |2.50673988         49.6458575    |47.8519231    |2.50221938    |100           
    4373.4375     49.5731283    |47.9058925    |2.52097923         49.5338397    |47.9497031    |2.5164572     |100           
       4387.5     49.4614007    |48.0033517    |2.53524761         49.4220746    |48.0472013    |2.53072411    |100           
    4401.5625     49.3499248    |48.1005302    |2.54954495         49.3105616    |48.1444183    |2.54502004    |100           
     4415.625     49.2387002    |48.1974286    |2.56387116         49.1993003    |48.2413548    |2.55934488    |100           
    4429.6875     49.1277263    |48.2940476    |2.57822616         49.0882901    |48.3380114    |2.57369858    |100           
      4443.75     49.0170025    |48.3903877    |2.59260987         48.9775303    |48.4343887    |2.58808103    |100           
    4457.8125     48.9065282    |48.4864496    |2.60702221         48.8670204    |48.5304875    |2.60249215    |100           
     4471.875     48.7963029    |48.582234     |2.62146308         48.7567598    |48.6263083    |2.61693187    |100           
    4485.9375     48.686326     |48.6777415    |2.63593241         48.6467481    |48.7218518    |2.6314001     |100           
       4500.0     48.5765971    |48.7729728    |2.65043012         48.5369846    |48.8171187    |2.64589676    |100           
    4514.0625     48.4671154    |48.8679285    |2.66495612         48.4274687    |48.9121096    |2.66042176    |100           
     4528.125     48.3578804    |48.9626092    |2.67951033         48.3181999    |49.006825     |2.67497503    |100           
    4542.1875     48.2488917    |49.0570156    |2.69409268         48.2091777    |49.1012658    |2.68955648    |100           
      4556.25     48.1401486    |49.1511483    |2.70870307         48.1004015    |49.1954325    |2.70416603    |100           
    4570.3125     48.0316506    |49.245008     |2.72334143         47.9918707    |49.2893257    |2.71880359    |100           
     4584.375     47.9233971    |49.3385952    |2.73800768         47.8835848    |49.3829461    |2.7334691     |100           
    4598.4375     47.8153876    |49.4319107    |2.75270173         47.7755432    |49.4762943    |2.74816246    |100           
       4612.5     47.7076215    |49.524955     |2.76742351         47.6677454    |49.569371     |2.76288359    |100           
    4626.5625     47.6000983    |49.6177288    |2.78217293         47.5601909    |49.6621767    |2.77763242    |100           
     4640.625     47.4928175    |49.7102326    |2.79694991         47.452879     |49.7547122    |2.79240886    |100           
    4654.6875     47.3857784    |49.8024672    |2.81175438         47.3458092    |49.846978     |2.80721283    |100           
      4668.75     47.2789806    |49.8944332    |2.82658625         47.238981     |49.9389747    |2.82204426    |100           
    4682.8125     47.1724234    |49.9861311    |2.84144545         47.1323939    |50.030703     |2.83690306    |100           
     4696.875     47.0661065    |50.0775616    |2.85633189         47.0260473    |50.1221636    |2.85178915    |100           
    4710.9375     46.9600291    |50.1687254    |2.87124549         46.9199406    |50.2133569    |2.86670246    |100           
       4725.0     46.8541909    |50.259623     |2.88618618         46.8140733    |50.3042838    |2.8816429     |100           
    4739.0625     46.7485911    |50.350255     |2.90115388         46.7084449    |50.3949447    |2.89661039    |100           
     4753.125     46.6432294    |50.4406221    |2.9161485          46.6030549    |50.4853403    |2.91160486    |100           
    4767.1875     46.5381051    |50.5307249    |2.93116997         46.4979026    |50.5754712    |2.92662622    |100           
      4781.25     46.4332178    |50.620564     |2.94621821         46.3929876    |50.665338     |2.94167441    |100           
    4795.3125     46.3285668    |50.71014      |2.96129314         46.2883093    |50.7549414    |2.95674933    |100           
     4809.375     46.2241517    |50.7994536    |2.97639469         46.1838672    |50.8442819    |2.97185091    |100           
    4823.4375     46.119972     |50.8885053    |2.99152277         46.0796608    |50.9333601    |2.98697907    |100           
       4837.5     46.016027     |50.9772957    |3.0066773          45.9756895    |51.0221768    |3.00213374    |100           
    4851.5625     45.9123163    |51.0658254    |3.02185822         45.8719528    |51.1107324    |3.01731484    |100           
     4865.625     45.8088394    |51.1540952    |3.03706544         45.7684501    |51.1990276    |3.03252228    |100           
    4879.6875     45.7055957    |51.2421054    |3.05229889         45.665181     |51.287063     |3.04775599    |100           
      4893.75     45.6025846    |51.3298569    |3.06755848         45.5621449    |51.3748392    |3.0630159     |100           
    4907.8125     45.4998058    |51.4173501    |3.08284414         45.4593413    |51.4623568    |3.07830193    |100           
     4921.875     45.3972585    |51.5045857    |3.0981558          45.3567696    |51.5496164    |3.09361399    |100           
    4935.9375     45.2949424    |51.5915642    |3.11349338         45.2544294    |51.6366186    |3.10895202    |100           
       4950.0     45.1928569    |51.6782863    |3.1288568          45.1523201    |51.723364     |3.12431594    |100           
