Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 56.25 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.61307233309724 at t = 14512.5 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   53831.25     0.0177371582  |36.8570835    |63.1251794         0.0170550862  |36.8328628    |63.1500821    |100           
    53887.5     0.0175777943  |36.8134031    |63.1690191         0.016901158   |36.7891799    |63.1939189    |100           
   53943.75     0.0174198622  |36.7697733    |63.2128068         0.016748619   |36.7455476    |63.2377038    |100           
    54000.0     0.0172633492  |36.726194     |63.2565427         0.0165974568  |36.7019658    |63.2814368    |100           
   54056.25     0.0171082423  |36.6826651    |63.3002267         0.0164476589  |36.6584345    |63.3251179    |100           
    54112.5     0.0169545291  |36.6391865    |63.3438589         0.016299213   |36.6149536    |63.3687471    |100           
   54168.75     0.0168021969  |36.5957584    |63.3874395         0.0161521068  |36.5715232    |63.4123247    |100           
    54225.0     0.0166512334  |36.5523805    |63.4309683         0.0160063283  |36.5281432    |63.4558505    |100           
   54281.25     0.0165016263  |36.5090528    |63.4744456         0.0158618655  |36.4848134    |63.4993247    |100           
    54337.5     0.0163533633  |36.4657753    |63.5178713         0.0157187066  |36.4415339    |63.5427474    |100           
   54393.75     0.0162064325  |36.422548     |63.5612456         0.0155768397  |36.3983047    |63.5861185    |100           
    54450.0     0.0160608218  |36.3793708    |63.6045684         0.0154362532  |36.3551256    |63.6294382    |100           
   54506.25     0.0159165194  |36.3362436    |63.6478399         0.0152969356  |36.3119966    |63.6727065    |100           
    54562.5     0.0157735134  |36.2931664    |63.6910601         0.0151588753  |36.2689177    |63.7159234    |100           
   54618.75     0.0156317924  |36.2501392    |63.734229          0.0150220611  |36.2258888    |63.7590891    |100           
    54675.0     0.0154913447  |36.2071619    |63.7773468         0.0148864817  |36.1829099    |63.8022036    |100           
   54731.25     0.0153521589  |36.1642344    |63.8204134         0.0147521259  |36.139981     |63.8452669    |100           
    54787.5     0.0152142236  |36.1213568    |63.863429          0.0146189827  |36.0971019    |63.8882792    |100           
   54843.75     0.0150775276  |36.0785289    |63.9063936         0.0144870413  |36.0542726    |63.9312404    |100           
    54900.0     0.0149420599  |36.0357507    |63.9493072         0.0143562906  |36.0114931    |63.9741506    |100           
   54956.25     0.0148078092  |35.9930222    |63.9921699         0.01422672    |35.9687634    |64.0170099    |100           
    55012.5     0.0146747648  |35.9503434    |64.0349819         0.0140983188  |35.9260833    |64.0598184    |100           
   55068.75     0.0145429157  |35.907714     |64.077743          0.0139710765  |35.8834529    |64.102576     |100           
    55125.0     0.0144122513  |35.8651342    |64.1204535         0.0138449826  |35.8408721    |64.145283     |100           
   55181.25     0.0142827609  |35.8226039    |64.1631133         0.0137200267  |35.7983408    |64.1879392    |100           
    55237.5     0.0141544339  |35.780123     |64.2057225         0.0135961986  |35.755859     |64.2305448    |100           
   55293.75     0.0140272598  |35.7376915    |64.2482812         0.0134734881  |35.7134266    |64.2730999    |100           
    55350.0     0.0139012285  |35.6953093    |64.2907895         0.0133518851  |35.6710436    |64.3156045    |100           
   55406.25     0.0137763294  |35.6529764    |64.3332473         0.0132313796  |35.62871      |64.3580586    |100           
    55462.5     0.0136525526  |35.6106927    |64.3756547         0.0131119617  |35.5864257    |64.4004623    |100           
   55518.75     0.0135298878  |35.5684582    |64.4180119         0.0129936216  |35.5441906    |64.4428158    |100           
    55575.0     0.0134083252  |35.5262729    |64.4603188         0.0128763496  |35.5020047    |64.4851189    |100           
   55631.25     0.0132878548  |35.4841366    |64.5025756         0.012760136   |35.459868     |64.5273719    |100           
    55687.5     0.0131684668  |35.4420494    |64.5447822         0.0126449712  |35.4177804    |64.5695746    |100           
   55743.75     0.0130501514  |35.4000111    |64.5869387         0.0125308459  |35.3757418    |64.6117273    |100           
    55800.0     0.0129328991  |35.3580218    |64.6290453         0.0124177506  |35.3337522    |64.65383      |100           
   55856.25     0.0128167003  |35.3160814    |64.6711019         0.012305676   |35.2918116    |64.6958827    |100           
    55912.5     0.0127015454  |35.2741898    |64.7131087         0.0121946129  |35.2499199    |64.7378855    |100           
   55968.75     0.0125874253  |35.232347     |64.7550656         0.0120845522  |35.208077     |64.7798384    |100           
    56025.0     0.0124743304  |35.190553     |64.7969727         0.0119754849  |35.166283     |64.8217415    |100           
   56081.25     0.0123622517  |35.1488076    |64.8388301         0.0118674019  |35.1245377    |64.8635949    |100           
    56137.5     0.01225118    |35.1071109    |64.8806379         0.0117602944  |35.0828411    |64.9053986    |100           
   56193.75     0.0121411062  |35.0654628    |64.9223961         0.0116541535  |35.0411931    |64.9471527    |100           
    56250.0     0.0120320215  |35.0238633    |64.9641047         0.0115489707  |34.9995938    |64.9888572    |100           
   56306.25     0.0119239168  |34.9823122    |65.0057638         0.0114447371  |34.9580431    |65.0305122    |100           
    56362.5     0.0118167834  |34.9408097    |65.0473736         0.0113414443  |34.9165408    |65.0721177    |100           
   56418.75     0.0117106126  |34.8993555    |65.0889339         0.0112390838  |34.875087     |65.1136739    |100           
    56475.0     0.0116053957  |34.8579496    |65.130445          0.0111376471  |34.8336816    |65.1551807    |100           
   56531.25     0.0115011241  |34.8165921    |65.1719068         0.0110371259  |34.7923246    |65.1966382    |100           
    56587.5     0.0113977894  |34.7752828    |65.2133194         0.0109375119  |34.7510159    |65.2380466    |100           
   56643.75     0.0112953832  |34.7340218    |65.2546829         0.010838797   |34.7097555    |65.2794057    |100           
    56700.0     0.011193897   |34.6928089    |65.2959973         0.010740973   |34.6685433    |65.3207158    |100           
   56756.25     0.0110933227  |34.6516441    |65.3372626         0.0106440319  |34.6273792    |65.3619767    |100           
    56812.5     0.010993652   |34.6105273    |65.378479          0.0105479658  |34.5862633    |65.4031887    |100           
   56868.75     0.0108948768  |34.5694586    |65.4196465         0.0104527666  |34.5451954    |65.4443518    |100           
    56925.0     0.0107969891  |34.5284378    |65.4607652         0.0103584267  |34.5041756    |65.485466     |100           
   56981.25     0.0106999808  |34.487465     |65.501835          0.0102649383  |34.4632037    |65.5265314    |100           
    57037.5     0.0106038442  |34.44654      |65.5428562         0.0101722936  |34.4222797    |65.567548     |100           
   57093.75     0.0105085713  |34.4056628    |65.5838286         0.010080485   |34.3814036    |65.6085159    |100           
    57150.0     0.0104141545  |34.3648334    |65.6247524         0.00998950506 |34.3405754    |65.6494351    |100           
   57206.25     0.0103205859  |34.3240517    |65.6656277         0.00989934624 |34.2997949    |65.6903058    |100           
    57262.5     0.0102278581  |34.2833177    |65.7064545         0.00981000114 |34.2590621    |65.7311279    |100           
   57318.75     0.0101359633  |34.2426313    |65.7472328         0.00972146241 |34.218377     |65.7719016    |100           
    57375.0     0.0100448943  |34.2019924    |65.7879627         0.00963372277 |34.1777395    |65.8126268    |100           
   57431.25     0.00995464344 |34.1614011    |65.8286442         0.00954677501 |34.1371496    |65.8533037    |100           
    57487.5     0.00986520348 |34.1208573    |65.8692775         0.00946061199 |34.0966072    |65.8939322    |100           
   57543.75     0.00977656711 |34.0803609    |65.9098626         0.00937522662 |34.0561123    |65.9345125    |100           
    57600.0     0.00968872712 |34.0399118    |65.9503995         0.00929061188 |34.0156648    |65.9750446    |100           
   57656.25     0.00960167636 |33.9995101    |65.9908882         0.00920676082 |33.9752647    |66.0155286    |100           
    57712.5     0.00951540772 |33.9591556    |66.031329          0.00912366654 |33.9349119    |66.0559645    |100           
   57768.75     0.00942991418 |33.9188484    |66.0717217         0.00904132222 |33.8946063    |66.0963523    |100           
    57825.0     0.00934518878 |33.8785884    |66.1120665         0.00895972109 |33.8543481    |66.1366922    |100           
   57881.25     0.00926122462 |33.8383754    |66.1523633         0.00887885644 |33.814137     |66.1769842    |100           
    57937.5     0.00917801485 |33.7982096    |66.1926124         0.00879872162 |33.773973     |66.2172283    |100           
   57993.75     0.0090955527  |33.7580908    |66.2328137         0.00871931004 |33.7338561    |66.2574246    |100           
    58050.0     0.00901383146 |33.7180189    |66.2729672         0.00864061518 |33.6937862    |66.2975732    |100           
   58106.25     0.00893284446 |33.677994     |66.3130731         0.00856263057 |33.6537633    |66.3376741    |100           
    58162.5     0.0088525851  |33.638016     |66.3531314         0.0084853498  |33.6137873    |66.3777273    |100           
   58218.75     0.00877304686 |33.5980848    |66.3931422         0.00840876651 |33.5738582    |66.417733     |100           
    58275.0     0.00869422325 |33.5582004    |66.4331054         0.00833287442 |33.533976     |66.4576911    |100           
   58331.25     0.00861610785 |33.5183627    |66.4730212         0.00825766728 |33.4941405    |66.4976018    |100           
    58387.5     0.00853869429 |33.4785717    |66.5128896         0.00818313891 |33.4543518    |66.5374651    |100           
   58443.75     0.00846197628 |33.4388273    |66.5527107         0.00810928318 |33.4146097    |66.577281     |100           
    58500.0     0.00838594756 |33.3991295    |66.5924845         0.00803609403 |33.3749143    |66.6170496    |100           
   58556.25     0.00831060193 |33.3594783    |66.6322111         0.00796356544 |33.3352654    |66.656771     |100           
    58612.5     0.00823593327 |33.3198735    |66.6718906         0.00789169144 |33.2956631    |66.6964452    |100           
   58668.75     0.00816193549 |33.2803152    |66.7115229         0.00782046614 |33.2561073    |66.7360722    |100           
    58725.0     0.00808860256 |33.2408033    |66.7511081         0.00774988366 |33.2165979    |66.7756522    |100           
   58781.25     0.00801592851 |33.2013377    |66.7906464         0.00767993822 |33.1771349    |66.8151852    |100           
    58837.5     0.00794390741 |33.1619184    |66.8301377         0.00761062406 |33.1377182    |66.8546711    |100           
   58893.75     0.00787253341 |33.1225453    |66.8695822         0.00754193548 |33.0983478    |66.8941102    |100           
