Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 28.125 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.56178515255509 at t = 14512.5 s

    Time                          Analytical                                             Numerical                         
    (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
  143296.875     1.03433823E-08|5.55477546    |94.4452245         9.81893231E-09|5.54976468    |94.4502353    |100           
    143325.0     1.02968112E-08|5.55147092    |94.4485291         9.77462264E-09|5.54646214    |94.4535379    |100           
  143353.125     1.02504497E-08|5.54816834    |94.4518316         9.73051293E-09|5.54316156    |94.4568384    |100           
   143381.25     1.02042969E-08|5.54486773    |94.4551323         9.68660227E-09|5.53986294    |94.460137     |100           
  143409.375     1.0158352E-08 |5.54156908    |94.4584309         9.64288976E-09|5.53656629    |94.4634337    |100           
    143437.5     1.01126139E-08|5.53827239    |94.4617276         9.59937451E-09|5.5332716     |94.4667284    |100           
  143465.625     1.00670817E-08|5.53497767    |94.4650223         9.55605564E-09|5.52997887    |94.4700211    |100           
   143493.75     1.00217546E-08|5.5316849     |94.4683151         9.51293224E-09|5.5266881     |94.4733119    |100           
  143521.875     9.97663154E-09|5.5283941     |94.4716059         9.47000345E-09|5.52339929    |94.4766007    |100           
    143550.0     9.93171166E-09|5.52510525    |94.4748947         9.42726839E-09|5.52011243    |94.4798876    |100           
  143578.125     9.88699403E-09|5.52181836    |94.4781816         9.38472617E-09|5.51682754    |94.4831725    |100           
   143606.25     9.84247773E-09|5.51853342    |94.4814666         9.34237593E-09|5.51354459    |94.4864554    |100           
  143634.375     9.79816188E-09|5.51525044    |94.4847496         9.30021681E-09|5.5102636     |94.4897364    |100           
    143662.5     9.75404556E-09|5.51196941    |94.4880306         9.25824793E-09|5.50698456    |94.4930154    |100           
  143690.625     9.71012787E-09|5.50869033    |94.4913097         9.21646845E-09|5.50370748    |94.4962925    |100           
   143718.75     9.66640792E-09|5.5054132     |94.4945868         9.17487751E-09|5.50043234    |94.4995677    |100           
  143746.875     9.62288482E-09|5.50213803    |94.497862          9.13347425E-09|5.49715915    |94.5028408    |100           
    143775.0     9.57955768E-09|5.4988648     |94.5011352         9.09225783E-09|5.49388791    |94.5061121    |100           
  143803.125     9.53642563E-09|5.49559352    |94.5044065         9.05122741E-09|5.49061862    |94.5093814    |100           
   143831.25     9.49348777E-09|5.49232418    |94.5076758         9.01038214E-09|5.48735127    |94.5126487    |100           
  143859.375     9.45074325E-09|5.48905679    |94.5109432         8.9697212E-09 |5.48408587    |94.5159141    |100           
    143887.5     9.40819118E-09|5.48579134    |94.5142086         8.92924374E-09|5.48082241    |94.5191776    |100           
  143915.625     9.36583071E-09|5.48252784    |94.5174722         8.88894895E-09|5.47756089    |94.5224391    |100           
   143943.75     9.32366096E-09|5.47926628    |94.5207337         8.848836E-09  |5.47430131    |94.5256987    |100           
  143971.875     9.28168108E-09|5.47600665    |94.5239933         8.80890406E-09|5.47104367    |94.5289563    |100           
    144000.0     9.23989022E-09|5.47274897    |94.527251          8.76915232E-09|5.46778797    |94.532212     |100           
  144028.125     9.19828752E-09|5.46949323    |94.5305068         8.72957997E-09|5.46453421    |94.5354658    |100           
   144056.25     9.15687213E-09|5.46623942    |94.5337606         8.69018619E-09|5.46128239    |94.5387176    |100           
  144084.375     9.11564323E-09|5.46298755    |94.5370124         8.65097019E-09|5.4580325     |94.5419675    |100           
    144112.5     9.07459995E-09|5.45973761    |94.5402624         8.61193116E-09|5.45478454    |94.5452155    |100           
  144140.625     9.03374147E-09|5.4564896     |94.5435104         8.57306829E-09|5.45153852    |94.5484615    |100           
   144168.75     8.99306696E-09|5.45324353    |94.5467565         8.53438081E-09|5.44829442    |94.5517056    |100           
  144196.875     8.95257558E-09|5.44999939    |94.5500006         8.4958679E-09 |5.44505226    |94.5549477    |100           
    144225.0     8.91226652E-09|5.44675718    |94.5532428         8.4575288E-09 |5.44181203    |94.558188     |100           
  144253.125     8.87213895E-09|5.44351689    |94.5564831         8.4193627E-09 |5.43857373    |94.5614263    |100           
   144281.25     8.83219206E-09|5.44027854    |94.5597215         8.38136884E-09|5.43533735    |94.5646626    |100           
  144309.375     8.79242502E-09|5.43704211    |94.5629579         8.34354643E-09|5.4321029     |94.5678971    |100           
    144337.5     8.75283704E-09|5.43380761    |94.5661924         8.3058947E-09 |5.42887037    |94.5711296    |100           
  144365.625     8.7134273E-09 |5.43057503    |94.569425          8.26841288E-09|5.42563977    |94.5743602    |100           
   144393.75     8.67419501E-09|5.42734437    |94.5726556         8.2311002E-09 |5.42241109    |94.5775889    |100           
  144421.875     8.63513936E-09|5.42411564    |94.5758844         8.1939559E-09 |5.41918433    |94.5808157    |100           
    144450.0     8.59625955E-09|5.42088883    |94.5791112         8.15697923E-09|5.41595949    |94.5840405    |100           
  144478.125     8.55755481E-09|5.41766393    |94.5823361         8.12016942E-09|5.41273657    |94.5872634    |100           
   144506.25     8.51902433E-09|5.41444096    |94.585559          8.08352571E-09|5.40951557    |94.5904844    |100           
  144534.375     8.48066734E-09|5.4112199     |94.5887801         8.04704737E-09|5.40629648    |94.5937035    |100           
    144562.5     8.44248305E-09|5.40800076    |94.5919992         8.01073365E-09|5.40307931    |94.5969207    |100           
  144590.625     8.40447068E-09|5.40478353    |94.5952165         7.9745838E-09 |5.39986406    |94.6001359    |100           
   144618.75     8.36662947E-09|5.40156822    |94.5984318         7.93859708E-09|5.39665072    |94.6033493    |100           
  144646.875     8.32895863E-09|5.39835482    |94.6016452         7.90277275E-09|5.39343929    |94.6065607    |100           
    144675.0     8.29145741E-09|5.39514333    |94.6048567         7.86711009E-09|5.39022977    |94.6097702    |100           
  144703.125     8.25412504E-09|5.39193375    |94.6080662         7.83160836E-09|5.38702216    |94.6129778    |100           
   144731.25     8.21696076E-09|5.38872609    |94.6112739         7.79626685E-09|5.38381646    |94.6161835    |100           
  144759.375     8.17996381E-09|5.38552033    |94.6144797         7.76108481E-09|5.38061267    |94.6193873    |100           
    144787.5     8.14313344E-09|5.38231647    |94.6176835         7.72606154E-09|5.37741078    |94.6225892    |100           
  144815.625     8.1064689E-09 |5.37911453    |94.6208855         7.69119632E-09|5.3742108     |94.6257892    |100           
   144843.75     8.06996944E-09|5.37591448    |94.6240855         7.65648844E-09|5.37101273    |94.6289873    |100           
  144871.875     8.03363432E-09|5.37271635    |94.6272836         7.62193718E-09|5.36781655    |94.6321834    |100           
    144900.0     7.9974628E-09 |5.36952011    |94.6304799         7.58754184E-09|5.36462228    |94.6353777    |100           
  144928.125     7.96145414E-09|5.36632578    |94.6336742         7.55330172E-09|5.36142991    |94.6385701    |100           
   144956.25     7.92560762E-09|5.36313334    |94.6368666         7.5192161E-09 |5.35823944    |94.6417606    |100           
  144984.375     7.88992249E-09|5.35994281    |94.6400572         7.48528431E-09|5.35505087    |94.6449491    |100           
    145012.5     7.85439803E-09|5.35675417    |94.6432458         7.45150564E-09|5.35186419    |94.6481358    |100           
  145040.625     7.81903353E-09|5.35356743    |94.6464326         7.4178794E-09 |5.34867942    |94.6513206    |100           
   145068.75     7.78382825E-09|5.35038259    |94.6496174         7.38440491E-09|5.34549653    |94.6545035    |100           
  145096.875     7.74878148E-09|5.34719964    |94.6528004         7.35108148E-09|5.34231554    |94.6576844    |100           
    145125.0     7.71389252E-09|5.34401858    |94.6559814         7.31790842E-09|5.33913645    |94.6608635    |100           
  145153.125     7.67916064E-09|5.34083942    |94.6591606         7.28488506E-09|5.33595924    |94.6640407    |100           
   145181.25     7.64458514E-09|5.33766215    |94.6623378         7.25201073E-09|5.33278393    |94.6672161    |100           
  145209.375     7.61016532E-09|5.33448677    |94.6655132         7.21928475E-09|5.32961051    |94.6703895    |100           
    145237.5     7.57590047E-09|5.33131327    |94.6686867         7.18670645E-09|5.32643897    |94.673561     |100           
  145265.625     7.5417899E-09 |5.32814167    |94.6718583         7.15427516E-09|5.32326932    |94.6767307    |100           
   145293.75     7.50783292E-09|5.32497195    |94.675028          7.12199023E-09|5.32010156    |94.6798984    |100           
  145321.875     7.47402882E-09|5.32180412    |94.6781959         7.08985099E-09|5.31693568    |94.6830643    |100           
    145350.0     7.44037693E-09|5.31863817    |94.6813618         7.05785678E-09|5.31377169    |94.6862283    |100           
  145378.125     7.40687656E-09|5.3154741     |94.6845259         7.02600696E-09|5.31060958    |94.6893904    |100           
   145406.25     7.37352702E-09|5.31231192    |94.6876881         6.99430086E-09|5.30744935    |94.6925506    |100           
  145434.375     7.34032764E-09|5.30915162    |94.6908484         6.96273784E-09|5.30429101    |94.695709     |100           
    145462.5     7.30727774E-09|5.3059932     |94.6940068         6.93131725E-09|5.30113454    |94.6988655    |100           
  145490.625     7.27437665E-09|5.30283666    |94.6971633         6.90003845E-09|5.29797995    |94.70202      |100           
   145518.75     7.2416237E-09 |5.29968199    |94.700318          6.86890081E-09|5.29482723    |94.7051728    |100           
  145546.875     7.20901821E-09|5.29652921    |94.7034708         6.83790368E-09|5.2916764     |94.7083236    |100           
    145575.0     7.17655953E-09|5.29337829    |94.7066217         6.80704643E-09|5.28852744    |94.7114726    |100           
  145603.125     7.144247E-09  |5.29022926    |94.7097707         6.77632843E-09|5.28538035    |94.7146196    |100           
   145631.25     7.11207996E-09|5.28708209    |94.7129179         6.74574905E-09|5.28223513    |94.7177649    |100           
  145659.375     7.08005775E-09|5.2839368     |94.7160632         6.71530766E-09|5.27909179    |94.7209082    |100           
    145687.5     7.04817971E-09|5.28079338    |94.7192066         6.68500364E-09|5.27595032    |94.7240497    |100           
  145715.625     7.01644521E-09|5.27765183    |94.7223482         6.65483638E-09|5.27281071    |94.7271893    |100           
   145743.75     6.9848536E-09 |5.27451215    |94.7254878         6.62480526E-09|5.26967298    |94.730327     |100           
  145771.875     6.95340422E-09|5.27137434    |94.7286257         6.59490965E-09|5.26653711    |94.7334629    |100           
    145800.0     6.92209645E-09|5.26823839    |94.7317616         6.56514895E-09|5.26340311    |94.7365969    |100           
  145828.125     6.89092964E-09|5.26510431    |94.7348957         6.53552256E-09|5.26027097    |94.739729     |100           
   145856.25     6.85990316E-09|5.26197209    |94.7380279         6.50602985E-09|5.2571407     |94.7428593    |100           
  145884.375     6.82901638E-09|5.25884174    |94.7411583         6.47667024E-09|5.25401229    |94.7459877    |100           
    145912.5     6.79826866E-09|5.25571324    |94.7442867         6.44744312E-09|5.25088574    |94.7491143    |100           
  145940.625     6.76765939E-09|5.25258661    |94.7474134         6.4183479E-09 |5.24776105    |94.7522389    |100           
   145968.75     6.73718793E-09|5.24946184    |94.7505382         6.38938396E-09|5.24463822    |94.7553618    |100           
  145996.875     6.70685368E-09|5.24633893    |94.7536611         6.36055074E-09|5.24151725    |94.7584827    |100           
    146025.0     6.676656E-09  |5.24321788    |94.7567821         6.33184763E-09|5.23839814    |94.7616019    |100           
  146053.125     6.64659429E-09|5.24009868    |94.7599013         6.30327405E-09|5.23528088    |94.7647191    |100           
   146081.25     6.61666793E-09|5.23698134    |94.7630187         6.27482941E-09|5.23216548    |94.7678345    |100           
  146109.375     6.58687632E-09|5.23386585    |94.7661341         6.24651313E-09|5.22905193    |94.7709481    |100           
    146137.5     6.55721884E-09|5.23075222    |94.7692478         6.21832463E-09|5.22594024    |94.7740598    |100           
  146165.625     6.52769489E-09|5.22764044    |94.7723596         6.19026334E-09|5.22283039    |94.7771696    |100           
   146193.75     6.49830388E-09|5.22453051    |94.7754695         6.16232868E-09|5.2197224     |94.7802776    |100           
